doc_id,source_index,source_id,reference_normalized,n_chars,length_stratum
mn53acaa549cef42,307248,67120e,0,409,15
mnd165942f1306e5,104222,7283e,0,220,10
mnf851cf45c5b4ae,35722,34977c,2,154,6
mnf44e3b8abb753b,56580,134089e,0,189,8
mnecd5510d216c59,188608,120514n,1,121,3
mnd4df9ace3c1839,286903,105973c,2,205,9
mnae8041c362cca4,105611,100836e,0,124,3
mn2b7bc6003eedf9,188096,85714n,1,91,1
mn5312b9a1c28443,85111,55975n,1,392,15
mneb3a54a3c26353,83185,46806n,1,119,3
mn7b3872a22f4eaa,120098,115941c,2,98,2
mn2a0f580a6fd664,176368,69386n,1,231,11
mne6a98e8af879e3,132984,101536e,0,65,0
mna46b970b7f7efb,36084,42796c,2,189,8
mn95ecfdac21e64c,203193,110424n,1,153,5
mn044b978373b55e,22924,81180e,0,236,11
mn8d79b854ca626d,256996,104732e,0,114,3
mn6a2fb809c34d86,91930,78074n,1,251,12
mn288bbf6efbbeda,238926,88562n,1,239,11
mn13e45c6da8d646,17396,82289n,1,155,6
mn8e1932fe280647,222712,127332e,0,215,10
mn1a467a69047d78,126268,130605e,0,579,15
mn6181711160fee4,101859,51977e,0,274,13
mnd8a9aa9c6f2d4c,145037,143052e,0,270,13
mndeac2917b3f8c4,389639,18938c,2,300,14
mn9edbec6cbb3037,87448,46729c,2,293,14
mn715a770c18fe51,381416,117904e,0,86,1
mn8fdc4d6e111037,123638,119651n,1,87,1
mn85493c4749175e,251993,60047n,1,212,10
mn8807a01a77ebcd,54863,12014n,1,143,5
mnbf870a242be50b,102465,17887n,1,225,10
mn42c4b71ee7c025,50938,52443e,0,238,11
mn3d4360a860596b,228296,102882c,2,230,11
mn1d8d7c8af38e3e,296327,64939n,1,149,5
mna6a589d227bdd1,33338,102127e,0,159,6
mnbabd27dce06f32,306642,114383n,1,325,14
mnc96927f95d629f,138380,48213n,1,281,13
mn2a593138540c46,283204,111793c,2,160,6
mnfb58cb935512cd,357613,101045n,1,213,10
mnfec4e30171858e,362827,61347e,0,81,1
mnfa4ffb50a6319f,364817,129900c,2,246,12
mn442e73552847d4,61527,78440c,2,137,4
mn0bbaba0d002d67,94273,131497e,0,281,13
mn99ffa2b9822b9f,203286,117508c,2,137,4
mn7d2d210409b149,21045,102958e,0,166,6
mn61400ce0f34cf6,268300,54529c,2,100,2
mnd631e8ba3f0da3,88766,62062n,1,175,7
mn1eab0d200e2477,94919,94420e,0,199,9
mnd125b861a8853c,164318,61395n,1,129,4
mn1400bdfac0d2d5,342317,93849n,1,253,12
mna6872be1c72db4,362097,41088e,0,293,14
mn0382e24e1a8dc1,183716,131523c,2,115,3
mn40e91c25dccb5d,171909,140011e,0,120,3
mn59e0192d6312b3,332286,119426n,1,175,7
mn747387b089b3f6,78774,129624c,2,170,7
mna610f5e35d17f5,335336,108252e,0,137,4
mn6959f04a517fe5,79102,105475e,0,113,3
mnf2747d41c12019,235996,68974e,0,234,11
mnfa35bfe9f736fb,154995,125175e,0,102,2
mnce59086ef9af97,70629,71175c,2,117,3
mn02239cc39570e5,379905,140283e,0,262,12
mn7dfc24b6afc079,328349,86306c,2,237,11
mn0651e52a807c5b,26530,75138e,0,176,7
mndc903c63d5c5bc,307336,52651e,0,74,0
mn142fe3e5108c4c,72433,127885c,2,276,13
mnceaff9005b955d,364332,124834e,0,230,11
mn828aff5612efa3,252865,57310c,2,102,2
mn45171f6790094e,211415,103561n,1,230,11
mnd8b809183691be,380785,104330c,2,264,13
mndb8710b61173d5,221665,50316e,0,281,13
mn4d11f326da5d22,64023,134902n,1,224,10
mn3f07c9c4cfe8b5,34732,131542n,1,138,4
mn9e2f2aee51b816,332320,2437n,1,164,6
mn191de9d11627a3,220282,105334e,0,82,1
mn94579ac028d276,173198,33821e,0,108,2
mnbe6807a0733f39,201746,110662c,2,196,9
mn96a5f4e762aea7,180015,87040n,1,231,11
mn45f9444a39ff9f,43258,74068n,1,220,10
mna8657c1a5141dc,174741,59585c,2,348,15
mn91c80f608d6442,219946,67033c,2,208,9
mn9538f3c7de02f9,82075,134429c,2,196,9
mn2588ce8eabc75b,362397,86255n,1,187,8
mn248ca78865bf5f,230470,102701e,0,59,0
mnd26bfcf2a18aaa,325747,129556e,0,153,5
mnf5d1e356e28b23,349811,109396c,2,211,10
mn0ff43eb8547942,52349,133294c,2,57,0
mn057c246148ed63,4263,111473c,2,125,3
mnaca44829426a5a,250210,69791n,1,154,6
mn0b1e32b8378817,43752,95030e,0,228,11
mn5962683045b8e4,24230,80936n,1,247,12
mn77afde82e5e44c,355637,131308n,1,164,6
mn0e71e509c6bedb,188976,113566e,0,76,0
mnb24a66fbcd2743,84154,84136e,0,185,8
mnc152a20d53f794,315600,1656c,2,162,6
mnb14bb3ae013e75,150881,99617n,1,279,13
mnef7ef1dd3b419f,78301,123054e,0,291,13
mn3532940c8f83df,54355,74234c,2,178,7
mnd8dadb66689d37,250121,65740c,2,197,9
mn87f9d86eb8a15f,184722,55306e,0,308,14
mn830c46fc3da589,130199,78017n,1,198,9
mnd0c7acae2f62d6,181836,10850e,0,596,15
mnec0a7e528c4c67,292011,64953c,2,252,12
mn2af0f2922916b5,179337,56168c,2,160,6
mn956dc6744bf9b5,325522,96446c,2,167,7
mnaeec4392ef0f7b,112175,12454n,1,152,5
mnc17c8fe3cc9adf,146132,101609n,1,175,7
mn54df99fe04e93a,137132,140968n,1,116,3
mn57e4a4d810a154,268036,22505c,2,84,1
mna539e42259e0c5,248109,14535e,0,181,8
mn90572137b5c85a,341375,134607e,0,265,13
mn24673044defda3,303860,39771n,1,296,14
mn41d44d321c1f24,90742,115149c,2,80,1
mna7222b28930fd3,6837,143830e,0,159,6
mn66c0b75b84302c,143371,10650n,1,307,14
mnf04e1d201f8401,80981,34280n,1,101,2
mnace9e570186b41,127171,80324c,2,143,5
mn6f1e570bf734b5,6396,13753c,2,246,12
mn26a31229391075,134346,129879n,1,406,15
mn3a28a2aa00ded6,301795,36206n,1,117,3
mn77e04dbb62f8c0,334451,13002e,0,57,0
mnf3a2d7be9f8541,193366,46088c,2,332,14
mn863c7d1812fceb,95513,123833n,1,128,4
mna5d48960f3a07d,315275,75196n,1,114,3
mn4cd103a141adb7,347541,104040n,1,187,8
mnfe05e4bc6ff2ff,15949,49960e,0,240,11
mna6128785ad0e61,16059,84151e,0,113,3
mn8e6bee2147ca40,45452,10992n,1,112,3
mncc4abb72bbf38e,135163,144154e,0,87,1
mn846b347d6a55e5,230575,112531c,2,212,10
mneb855159f915b0,225207,51566c,2,83,1
mn3f6ba06b23008f,76888,35658e,0,229,11
mnd43a26602a2cd8,95582,78123c,2,255,12
mn254834a7ccfb43,227882,69467c,2,113,3
mn7b028910342096,342344,64957c,2,91,1
mn03535e8e43636d,174051,133489e,0,196,9
mn6da9b3f021ea1c,271403,124956n,1,138,4
mnfba3d08a82cb52,299840,56640c,2,121,3
mn5ae6ddfbeb3c63,230210,95162c,2,233,11
mnb4b899cbf4122a,200947,23376e,0,227,11
mn34fc468d316889,314551,78904n,1,205,9
mn2aecacee55686a,100962,58114n,1,199,9
mne5c93bc8a8a67a,104744,98005c,2,170,7
mn22c674c06f6bdc,20177,94491n,1,534,15
mn0cd76b658aa608,336382,52048n,1,157,6
mna20c2d02e612b1,379537,55200c,2,76,0
mn62ec047dbccdfa,283919,61538e,0,133,4
mn4b5aec37e3b384,306672,76766e,0,242,11
mn3b97ef288c5548,381825,37461e,0,53,0
mn35c785d913574a,163571,34093n,1,76,0
mn0172ed81546680,211995,74684e,0,174,7
mne5b16eefdf910d,204186,133981n,1,157,6
mn96358a57de07c7,243734,103338n,1,173,7
mn6e3f7e25a714af,194653,19243e,0,237,11
mn5b77ceca7fc0ba,304421,94562e,0,147,5
mn116779567ca4c9,380462,42422e,0,378,15
mn30fd8f9b92d36c,282437,70409n,1,130,4
mnfbbf40e67d76c7,18458,103556e,0,101,2
mnf40ccdb3b6ee2a,377568,142546e,0,56,0
mn7cf09a071c3095,258354,27912e,0,221,10
mn0b939a6ed531d0,8536,132618n,1,102,2
mnf05323bc3dbfdf,16338,128485c,2,112,3
mn1dc6ebdd09dae2,168155,9526c,2,322,14
mn51628dd5857bae,350200,143693n,1,169,7
mn55f45b3a5963a7,211125,80031c,2,117,3
mnd87b67f950ba08,46387,48226e,0,59,0
mnd7af0b44fad6fc,287202,137163c,2,73,0
mndd7f9375ba15ac,114817,91567n,1,315,14
mn3dcf9f0a5e2c20,288845,145025e,0,117,3
mn83d244537a2c9a,288340,75462c,2,76,0
mn4c011f5b85298a,364594,4974c,2,155,6
mnd2e1b0371281b8,354051,115680n,1,221,10
mn9800e79b102136,71184,109001n,1,146,5
mn31ef3606488629,281784,84191e,0,319,14
mnf0b25d4d6bca65,99241,16432e,0,166,6
mne638d00a963ce3,225684,37421e,0,121,3
mn665c71ecae819a,71060,72884e,0,180,7
mn11758e4565d899,292242,115924n,1,164,6
mn290c466e0a0290,377352,123660n,1,168,7
mn41641df1b561ea,278824,128394e,0,188,8
mnf58a355f976a3c,199504,43461n,1,247,12
mn67bb435b6f1b8d,211938,131255n,1,187,8
mnee62f3c7cdabac,173610,14058e,0,56,0
mn111bb484e13ba4,278106,85004n,1,326,14
mna7b22f3fae612f,167014,114360e,0,222,10
mna654f653ac9d0f,243805,37843n,1,219,10
mn12a094dc4d32eb,355465,145642n,1,117,3
mn59ae008448e81b,327608,85061n,1,86,1
mn6d657614c5d728,177397,15991e,0,168,7
mn4a70b98fb394d2,115765,12453e,0,152,5
mne202ecb3e2391f,134551,78992c,2,192,8
mncc1e01ffb71b3c,244438,1293c,2,242,11
mn69a4319236350a,232354,55673c,2,113,3
mndda682d90977f4,243910,143153e,0,147,5
mn7bb8c7ac5e41b3,6302,72103n,1,99,2
mna4a521cae58f60,348486,103294n,1,204,9
mna6dcbf95ef4c65,53713,47320e,0,94,1
mn19a9b2c234a47d,187354,81391n,1,123,3
mn023c6ad34dd1ce,191295,76574e,0,215,10
mn9e069a2345a507,44861,592e,0,230,11
mn9e03165cec47eb,186924,120550c,2,221,10
mne3e0e22fbac8a4,85627,135760n,1,155,6
mn5c06bd07366e21,328799,83962e,0,126,4
mnd309f08a568939,241416,94381e,0,150,5
mn81922b96883dfd,346612,8823n,1,154,6
mn38ca57decc9625,123092,53338n,1,182,8
mn7d465fed4c9f43,168379,145462c,2,142,5
mn2a57d6143d5f15,113630,58462n,1,311,14
mn0a2b13cb819ab1,104476,124133n,1,315,14
mnf83fa8eb72cd6c,99744,97258e,0,175,7
mn593b2ae345064b,150510,28249e,0,359,15
mncb8cb161b50fde,116928,94741n,1,149,5
mn78b0abf5524f31,164816,35380c,2,140,5
mnce2c318422755f,24305,138160n,1,137,4
mnba0b42da931b2a,247925,78088c,2,272,13
mn2a6a776bf40021,311684,97482n,1,167,7
mn362f0af4fe9e25,193114,67093e,0,272,13
mna55117fa660976,176147,11789n,1,353,15
mnc2d182f35385be,329790,137917n,1,60,0
mne206e23c4ec7d9,5626,47324n,1,160,6
mn9b9024e526a737,334690,3398e,0,152,5
mnf1bb8cc5e0df2a,283164,49231n,1,208,9
mnfb71167cd60829,373128,81156c,2,239,11
mna028b07f16d114,149308,21204e,0,180,8
mnbd04ea371a1bed,298626,17628n,1,251,12
mne826abf9f8a53e,103281,39197c,2,157,6
mne06d9deadbca88,374233,14446n,1,104,2
mnc72bc5060e330d,249521,132016c,2,94,1
mnea3767d40c553b,382133,7188e,0,130,4
mne70f338a9a8bc3,259537,23448n,1,376,15
mnd0f1db6fc4f807,175117,119920n,1,243,11
mn549109a05cf5b0,133564,113323n,1,150,5
mn7e23d6902f8d59,175074,47303e,0,185,8
mn0f0f0904e8390f,184330,104982e,0,73,0
mn8d0b934f4569c8,379488,122434n,1,165,6
mnd5e18cfdb77bec,67706,58516n,1,99,2
mnfa71786582947a,326609,30313n,1,171,7
mn9678dce8a9fe92,36508,140055n,1,322,14
mn15860a113ead7e,91542,49030n,1,138,4
mn0d75d9cf51c62d,40232,138589c,2,555,15
mn21414e3948d2a0,57663,51253c,2,188,8
mna46b0bc3d63efa,46108,25312n,1,226,10
mnef9808cb048b39,201488,135476n,1,165,6
mnb6471585852251,9124,59999c,2,220,10
mn8b2515503c7116,119613,50684c,2,317,14
mn9975ed4201f361,71558,67671c,2,251,12
mnfa7852c6ccdbd8,280206,68884c,2,150,5
mn2d75b0bd2cde1f,17652,113629e,0,344,15
mn68dc7021c4a18e,80836,52891n,1,136,4
mn026725dc57c4f4,65833,29042n,1,110,2
mnbc8422d5129496,154285,2339n,1,84,1
mn455eefe9d067c5,378348,49514c,2,163,6
mn1b0c2c4e28b0f4,8962,68388e,0,149,5
mn44b9c34f583af8,105631,98496n,1,168,7
mn08dad3b11757ba,109364,82502c,2,179,7
mna6d7569e17cae3,59435,48194e,0,273,13
mne857b0618466c0,324941,80181n,1,72,0
mn043e7fb95d6282,319424,123028c,2,137,4
mn55c9cf4949ffbf,161939,78303e,0,104,2
mn9f41f750637d0f,49518,18799e,0,75,0
mnf704fcabb9ee66,341472,50041c,2,232,11
mn41c6163780edf9,232589,21479c,2,272,13
mn1614a5850446dd,15168,88266n,1,165,6
mn6fab069f63ebfc,329592,108731e,0,160,6
mn90753b2a9cdbf8,221464,87636e,0,82,1
mnfb872398d3b336,258512,144357c,2,187,8
mn81fe968e4d5312,332054,56406c,2,146,5
mnb7a7741d0edb2b,14454,144047c,2,154,6
mn58c97d665b5ba3,98735,77342c,2,241,11
mn1c28adc6da813f,344663,61461n,1,224,10
mnebb66879040c47,225998,132470e,0,102,2
mn61bcd83905f69d,306976,91528n,1,142,5
mnb4e653e43d2bc7,324088,25198c,2,264,13
mnc09bd9a3fd8914,97963,49796c,2,256,12
mnb51630e2eef9cd,321633,50863c,2,278,13
mn824851c093e075,159966,110466e,0,153,5
mnc5a48017085264,316042,64594n,1,156,6
mn2d71aaae272e10,240592,75484e,0,210,9
mnd7dda4326f8df3,40292,45639e,0,319,14
mn25e738a41839b7,382017,136847n,1,112,3
mn0a8df7ec1932e6,158155,46865c,2,173,7
mn2fed8de737811a,223825,115034c,2,118,3
mnde192eff809956,86375,5291c,2,102,2
mn39c6d2770ac1b1,329712,97779c,2,225,10
mnbb37a3a1a2a5be,182995,126390c,2,182,8
mnc205d4b4ecc13f,192934,137697e,0,280,13
mn1d0a94ad819db2,106400,27630c,2,247,12
mne25efcc7617d5c,187867,135307n,1,207,9
mn190748068a8782,163077,83047c,2,244,12
mn93dae4ef831b9b,188499,24061e,0,104,2
mnb256908a1639cc,7370,28777n,1,64,0
mn1797d235ca46b2,272195,49118n,1,55,0
mn6b516818da6c3b,60931,144769e,0,166,6
mn2f77378acbd7c0,374400,4974e,0,170,7
mnb1b87fcd0efef3,6524,107948c,2,144,5
mn19f3edf0a9cf29,231635,2152e,0,296,14
mn8f59230a14f7a9,354546,90657n,1,128,4
mn73957d7b862d9f,333137,65926n,1,164,6
mnc4a0a959ed2267,73089,121185n,1,205,9
mn23e711bf87b536,58249,145891n,1,200,9
mnbce7e42594f94a,164858,103485c,2,340,15
mnd1afa0c705c183,298955,145654n,1,230,11
mnb1d2c5f61dd19c,351086,141899c,2,134,4
mn9af2d13b57ec4c,83985,130223n,1,130,4
mn2072a0dbfac8a4,255239,38904n,1,161,6
mn02a8647f00dbb7,316978,8352e,0,277,13
mnb6556f32461426,246408,27949n,1,175,7
mn388785e15366da,254721,81923n,1,240,11
mnf074dd5e19f04b,8509,102346e,0,132,4
mne2f265e94d3773,60124,16374n,1,256,12
mn88840a9f810795,42714,33024n,1,145,5
mn263e4780f130eb,331792,82316n,1,265,13
mn73030c5118df99,161519,51544c,2,205,9
mn7b5db5fbd2b661,319516,117488n,1,129,4
mn6070bb193a4bfa,205724,81746c,2,136,4
mn6258e2a58d06f3,136949,110686e,0,50,0
mn13a712466c8259,127670,114376e,0,274,13
mn68eb048b342e7a,271892,34874n,1,168,7
mn3ee4282e36bfba,58461,97818e,0,310,14
mn98324f801f559e,317380,7258c,2,143,5
mnef6a2c6150b953,216192,65983n,1,75,0
mn0e7285e4480a5a,61915,30205e,0,180,7
mn7684437320628c,101180,2792n,1,85,1
mn5091180407770c,267078,43283n,1,233,11
mn9915971737c7c6,300770,86634n,1,98,2
mn1a230e72f14150,57580,59222n,1,361,15
mn4f34be43e89d4b,221580,81365e,0,91,1
mn764720baa9077d,47161,21558e,0,103,2
mn236a7999ea8086,311187,44270n,1,268,13
mn7b653d0f2c63d6,385,88001e,0,181,8
mn6d6a132f91dced,110912,61652c,2,182,8
mn76ed3cfb32912c,239342,144388c,2,224,10
mn93c4156e168c5a,54364,11767n,1,163,6
mn36f06d047036b5,49458,117685n,1,239,11
mnbeef9280f693ce,49189,50605n,1,169,7
mn39301fc8d6f2c7,57388,96916e,0,126,4
mn268b78f20024b0,16084,57379n,1,138,4
mn64dc578ba7fa95,275936,129561n,1,109,2
mn0ce138bc91abc7,324337,51088n,1,313,14
mn7a0123258508bd,255683,93674c,2,134,4
mnbd7d85ca88fa8e,98614,30369e,0,88,1
mn48d2e019121147,339345,9716c,2,251,12
mnbe7cee8c79c629,214918,131606n,1,149,5
mnefb8060ede3558,154131,91129n,1,317,14
mn5e5f86597f7899,384393,33671c,2,70,0
mn7c5ce09021df72,139629,37926c,2,193,8
mnc3e4bbd2a7b537,122416,81228e,0,200,9
mn00ff587ab6db09,46083,14434e,0,92,1
mn2d8a7fb9d235b0,59330,36107n,1,131,4
mn51a0970e554e92,4511,79445n,1,152,5
mnd3fcfbfce8a88c,137485,21782n,1,251,12
mnf495805c0aa8ab,119350,22497n,1,130,4
mn01a92aa5d28c8d,266540,145285e,0,251,12
mne8b3dab3f9daf5,351134,84397e,0,339,15
mnb20fdd25a7b1c7,20893,57489n,1,149,5
mndf5d54d5713aba,148469,106363n,1,175,7
mn6fc7a1dfd5929f,371500,122444c,2,253,12
mna3b4f00d3a6c98,76937,108413n,1,148,5
mn2a97e552a7bf3d,161575,75419n,1,109,2
mne5d125011292fa,227901,36002c,2,151,5
mn45db71a0eaf0ec,6087,48715e,0,304,14
mnf32b7eb819d32a,365343,64079c,2,133,4
mnd0828ae289820a,39018,11486e,0,152,5
mn4481ba7b058375,95855,34523n,1,147,5
mne798710521352a,46476,144086c,2,98,2
mn33a6b0c11e199f,112876,88044e,0,61,0
mn934465b6b085ad,271854,53456n,1,212,10
mn4e7891e31512a1,312466,117994c,2,92,1
mn6182f6714258f6,34928,22249n,1,124,3
mneda55090830d40,220651,108213n,1,194,8
mn9df26bd4cf508f,317889,99361e,0,502,15
mnb2bc7ba023fa2d,331560,67716e,0,203,9
mn357b131e167f37,58746,20525n,1,132,4
mn7bccbe2b89aa2a,32156,46039c,2,356,15
mn6360ea0ce698b0,243107,2379c,2,264,13
mnb3be64856e6dbc,7334,94402e,0,87,1
mn1ef60ce0bdc8ba,331447,102779e,0,132,4
mn2f81b05be3fc0b,187967,13372e,0,180,7
mn621a63209f496f,208784,142910c,2,192,8
