doc_id,source_index,source_id,reference_normalized,n_chars,length_stratum
agb91a9053de8a27,58403,,2,272,12
ag8fe14bd3dbc40a,83026,,1,172,1
age7d47610d6ead9,114339,,3,227,7
agd4f76e91f5d1be,79189,,1,233,8
agdc89aedb840c41,92468,,1,175,2
aga70124fb96f296,112184,,0,265,11
ag9635705fc6b9b5,30270,,0,299,14
age41756b0fdee2e,93792,,0,287,13
ag0a7f8c496b049f,93950,,2,274,12
ag8a6be3261b17a6,1281,,2,291,14
agfa3395a0208cf5,118736,,2,173,2
ag979b384e2e266e,81271,,1,184,2
ag0d5aeb16c9c496,9678,,0,174,2
aga4847e54e7b094,58972,,3,172,1
ag919ab943467494,56404,,2,230,7
ag1791721dd68eaa,21686,,1,197,4
agab0a55a371747a,72917,,1,214,5
age9ae38e4f5c587,79736,,2,191,3
agd060e3a6bad3de,38533,,2,244,9
aga58e738787137c,42464,,3,201,4
aga379f07dbd7c39,6925,,2,223,6
agde84ec93970153,88522,,3,324,15
ag2f82254852abec,86356,,0,254,10
ag963426633adbe3,8348,,0,135,0
agfc7d771c0ef651,26914,,3,189,3
ag9d93a5cc7cbdaa,103794,,0,322,14
agaf09902b79b88f,96769,,0,224,7
ag9759c5dd0446e4,99075,,3,135,0
agcfa56111434e3b,61683,,1,201,4
ag9ed38568c44428,38561,,0,266,12
ag242e0645d1653e,20924,,0,213,5
ag9d11f6725bdcb0,100840,,2,191,3
ag1a4aceaa96bdc6,112016,,2,272,12
ag7c91948513d6a1,72148,,2,298,14
ag33824dbf8e997e,97934,,3,200,4
aga6e418c86d3430,40738,,2,247,10
ag824c52f4a6c2f5,112608,,2,231,8
ag685a933620f6d5,68652,,0,162,1
agcb395835a97908,51952,,2,225,7
agc20e3892515945,63403,,0,181,2
ag6c88c1947c05e4,35931,,2,185,2
ag602a0d4d0239cd,44729,,2,234,8
ag1501cdaa91855c,33037,,0,143,0
agf3d1eecdcf12ea,72063,,0,267,12
ag87b0b9d9a12196,98261,,1,203,4
ag93e75fa18c8625,36401,,3,187,3
ag64506fb0e5cb81,49906,,1,208,5
agcc9f8653296595,50591,,3,157,1
ag78810ddbc97744,60763,,0,272,12
ag653c7c85ae1363,56098,,1,254,10
ag87a3a170796a1b,48886,,0,238,8
ag833f0809ff0ba5,90379,,0,244,9
ag7fb6eaac285ff2,82174,,0,321,14
ag14a9599eb53df6,49365,,2,247,10
ag196c5c2fc29cc3,100234,,3,252,10
ag774669fc2d58d7,6287,,1,130,0
agd56da88e22c46c,63344,,1,165,1
age3055fd4e09b70,17689,,2,201,4
ag6e9a7d9fe86ed0,40996,,2,243,9
ag5e780a29ff6f05,22061,,2,277,13
ag43a3f9ced67fec,62706,,2,289,13
ag5e77d7d9a98d7d,106105,,1,145,0
ag78ff43084f7af7,105560,,2,111,0
ag47dcf2327422da,48576,,3,230,7
ag0f4abc49e281e2,95066,,1,197,4
ag5a493b6d5d9433,85275,,2,283,13
ag4cbff3a51653a1,12024,,1,176,2
ag47d014a7a08a4c,89049,,2,272,12
ag4d53c9ad87560c,106217,,3,231,8
ag38b8228b975113,117141,,3,214,5
ag1185e8a88756f2,96920,,2,225,7
ag00e3127c1be4a0,105065,,3,258,11
ag9014c7ce2f98f2,106043,,1,232,8
agdf25cbb369730f,111436,,3,181,2
ag337c3f52431016,10613,,1,282,13
age65f5d39209927,34285,,2,266,12
ag54848d6d89fa32,48787,,2,254,10
agce001b68205391,115737,,1,240,9
ag88cc921b221b0e,69324,,1,231,8
ag99a23397ee5acd,76878,,3,173,2
ag58863037e236f4,60240,,3,300,14
ag04557773792ebf,30947,,1,253,10
ag941618d3c2952c,26484,,1,205,4
agbef15984f860fc,56279,,1,197,4
age6bfbf789eaee6,78996,,2,222,6
age1652e4ee3506c,65423,,2,262,11
ag2f9d4a4b8190ba,109389,,3,202,4
ag0a2c9ca281f3dc,69970,,3,237,8
ag9beaf731745be8,71654,,1,279,13
aga550eb1f14b496,30586,,2,212,5
agcc2591b6bf2b0c,36699,,2,271,12
ag4a0d60c58f954c,26271,,3,219,6
age5259a99040ace,36932,,1,234,8
ag78ed59bde57947,61035,,3,279,13
agb2233aabf45d9d,88161,,3,242,9
ag6a2a745631f566,102369,,1,246,9
ag00ec5073296cd6,60540,,1,252,10
ag18b2bc8c6f7fd4,68717,,1,284,13
ag3469e0c8a34131,71310,,2,238,8
ag59d33f5a213263,50397,,3,324,15
ag1ae13739dfe976,104762,,1,175,2
ag1cf3dac5f7ee63,69623,,0,281,13
ag75fb5763e5e771,49317,,2,259,11
ag4ed2e86f10aaa8,43639,,3,231,8
ag126351baffecc9,62240,,0,237,8
ag0bd7338c2cf4dd,63524,,2,252,10
agf5a9a9c040220d,33208,,0,284,13
agcca02b53a5cd7d,53276,,2,268,12
agd855d13e1d1fbe,24188,,1,234,8
ag96d8d9d14adbdc,39078,,0,197,4
ag7e7f4f41aaa2ef,18043,,2,232,8
ag75d6856cfc58d6,102640,,0,248,10
ag0a949f8fc36d38,32892,,2,278,13
ag05694b1487eba6,91933,,0,284,13
ag8a59ce48b30429,41960,,1,241,9
ag293a9e86f24b21,697,,2,271,12
ag9dbffac6d65045,30943,,3,356,15
ag994926ff9850ad,48618,,2,244,9
ag5a4a6623fc9895,27026,,0,202,4
agbadce9a2513dda,76124,,1,225,7
ag01f873baaa100f,52548,,3,398,15
agc52c3ae86f6edb,55669,,0,286,13
ag892352f819614f,18953,,0,312,14
aga1971672e8f86a,114089,,3,595,15
ag5b70bd8377ea53,98490,,2,184,2
agba405738f772d0,93014,,1,295,14
ag4d610a72cd856d,26477,,2,229,7
ag305fc16d2a8535,25146,,1,224,7
agb10267472d615e,82579,,1,253,10
aga7c202d594317f,28484,,3,325,15
ag27afa2c3dffbbc,35815,,0,236,8
ag209cabac4dffbd,87637,,1,404,15
ag2f63b1313ea7f8,109250,,0,268,12
agf20c5e3e85b272,7656,,1,183,2
ag7a2bfaf720852d,20019,,0,369,15
ag71685acb290990,54999,,3,244,9
ag0df12147913fb3,784,,2,128,0
ag2fbc6ed8f45b62,64888,,1,222,6
ag67a75d01fb06dc,111493,,0,138,0
agefb014989b2edf,30287,,0,251,10
ag2b6129b8c8ff55,70744,,2,237,8
ag3055a89b1556c8,38793,,1,206,4
ag6d0afeece2c792,115975,,1,178,2
agc9090909632938,24390,,0,176,2
ag43cbd98cbf28eb,14576,,3,338,15
ag4698f9ca7a6b63,105508,,1,275,12
ag937574e4b3e150,32243,,1,215,6
agf2c46be2e107a0,75101,,1,267,12
ag66dd80f123f7c4,68753,,1,276,13
agb75b0628daf2f8,76814,,2,268,12
ag35f01177bcdb8d,23660,,1,216,6
ag1b91785a9320e6,47684,,0,502,15
agdb1ef675c0802b,33773,,0,223,7
ag8646c6fcde0d32,32482,,0,143,0
agaa207a007b0361,97291,,2,198,4
ag4c5f34754b82b9,77588,,1,213,5
ag6fa725318805ec,24824,,0,240,9
ag9898c2e29d8362,28202,,0,267,12
ag6826dca14d1709,82663,,3,123,0
ag9874ae9d20305e,36430,,2,292,14
agebb84a276b1abf,54882,,2,273,12
agb07cb2f0d2f160,61334,,3,323,15
ag0e729a4b85d976,46697,,2,371,15
ag9f9563cb4eeb14,116348,,1,173,2
agaf966a741d0e33,77238,,3,273,12
ag98bdcb99fc2795,4112,,3,392,15
ag980438675b75d9,10119,,3,184,2
ag2637ac987d3a1b,71693,,2,105,0
agae7e178bfc9f8f,41385,,1,240,9
agc2efcbc1eb9003,55632,,0,210,5
ag4b201e166972ae,31715,,1,293,14
agd831752a19b02b,85608,,2,269,12
agf39b2b6ad507ae,16659,,3,301,14
agf64a78dfe1e58e,48750,,2,211,5
ag007df9ff7bbef4,110503,,0,260,11
ag9dfdcf139d4029,108731,,0,268,12
ag8d50c5853dc4c5,73767,,0,206,5
agbf6178664fdf84,116599,,1,233,8
ag156ba34948394d,30154,,3,193,3
agc14d7531e8194c,37556,,0,170,1
ag05f32fea69daee,49211,,2,181,2
ag3eec67dc044549,104452,,3,258,11
ag8363f412f3ffca,36187,,2,289,13
ag28e13d2870736c,42069,,0,232,8
ag8660769b99e549,39018,,3,196,3
ag20791c60fbcceb,76238,,2,174,2
ag9932dec76c2139,76747,,1,276,13
agb48ca5ee499a7b,42615,,3,276,13
agb21d234cea23d0,114246,,2,202,4
agccabfa74d05b56,77542,,3,354,15
ag95a18f4becc07e,111417,,2,303,14
ag33e11d1fdddcc7,49801,,0,276,12
agc6cb9385bfcfd7,85583,,3,179,2
agd65b4556527b50,29493,,2,386,15
ag32e33173484bc4,114200,,1,195,3
agb93b5139894b0a,23451,,3,234,8
ag47ba2a63fccdda,71723,,2,246,9
agef0f1b1095baa0,4687,,0,280,13
agc7a12b568b19ea,78983,,3,264,11
ag23b6f9272fa77c,24505,,1,234,8
ag9d7e0d8de59579,94860,,2,168,1
age9a40a7c169907,60646,,3,192,3
ag5b52cc90ec8538,8140,,3,151,1
ag02b823f95f79e8,75543,,3,273,12
ag50311032895334,109506,,2,269,12
aga3eb59c52ca986,37547,,3,267,12
agdb7e29c4c0a583,64981,,2,234,8
ag9000645c3fbaec,23167,,1,224,7
agc324bee73f1aaf,88051,,2,290,13
ag531fc24b552988,11101,,3,205,4
ag1273100cb92b79,110724,,3,301,14
age5da06bfe28769,104457,,1,276,13
agc46888a3039bc5,106840,,3,166,1
ag5191e5764f86cd,101145,,0,257,11
ag5cccd7eae2e9cf,2882,,1,222,6
ag18d7a0596babe6,112108,,3,186,2
ag20e996cb28616e,7846,,3,279,13
ag0571faa1fea3d2,98544,,1,337,15
agd29a29305e424a,76632,,2,263,11
agf6fe3ee7046d4d,37171,,2,188,3
agf68d7b467b2e1b,76873,,0,147,0
ag53bfdbea2f2d2c,88961,,3,162,1
agcf603ab98f3157,62067,,0,353,15
ag10820d18be84a5,12105,,3,237,8
agd4b9d413c098a0,30510,,1,283,13
ag38bbf3effa7461,117079,,3,250,10
agac8877a183b8d0,30042,,2,248,10
ag4d1480e9a893fa,117787,,0,139,0
ag2f6ce1d5031278,69470,,0,206,4
ag1242a6fab489de,69767,,0,143,0
ag2a9b4a32d097e9,22411,,0,272,12
ag42df8cb5248b68,116121,,3,337,15
ag950e2d30ac2c2a,100722,,0,339,15
agfa7cee51835e54,106906,,3,112,0
agceec562172676f,62138,,0,128,0
aga02067506ab27a,46836,,2,273,12
ag3e744c250f3377,99949,,1,219,6
agde7f9c8d9da3f6,82722,,3,304,14
ag0c4998f15f54fc,19272,,1,205,4
agc3ad4c89c2d7a6,45838,,0,241,9
ag481fd07f8bcdfc,69810,,0,360,15
agd372a877961a11,99808,,2,239,9
agf7b010aa9a0cb7,16884,,2,221,6
ag6e709a3af692a8,92161,,1,214,5
agb4d5c6ae28f048,42398,,1,187,3
ag2c25ccec26d8d2,27687,,0,349,15
ag06952e1ff424da,4233,,2,261,11
agb51373e219982f,98511,,2,242,9
ag9576f15b35c9ff,40382,,1,244,9
ag8663fe1158d0bf,38841,,2,256,11
ag0bd68dda40beee,66815,,0,196,3
ag99cee5a0a23e53,14095,,0,398,15
ag61bb49118c31d3,11133,,0,272,12
ag9850807ca6c82e,54648,,3,232,8
ag2551773226ddc8,30296,,0,166,1
age3665616da91b5,96712,,0,273,12
agbac9f1e5b52262,80386,,3,258,11
ag2518d108f3984a,31681,,1,286,13
ag69fd7e14fd3e08,40283,,1,190,3
agdbc54fd3223a28,62146,,0,225,7
aga2d58459982bf1,109040,,1,220,6
ag865ba4a5500cc3,14443,,0,256,11
ag7be416c26aec7e,45868,,0,176,2
ag8c48c03e12e895,27275,,3,240,9
ag096158cef8fa7b,30611,,2,210,5
aga1e68590e568aa,659,,0,269,12
agee3c305ac760f5,13034,,0,292,14
ag57df89dae9366f,40620,,0,209,5
ag37302370bd30fe,31326,,3,264,11
ag695321d185b7d2,106625,,0,115,0
ag66a394bebe738e,51532,,1,396,15
ag28e7561a7ea34c,110902,,1,183,2
ag8f84dc83332416,11662,,2,250,10
ageeadb294616539,40497,,2,246,9
age198960a098791,67944,,3,188,3
agab497a1a1e3934,100009,,0,128,0
agd9f7a890c546d8,40387,,3,212,5
ag86ecacbb54f57e,51786,,0,244,9
ag97b7fc15cb05cb,88139,,2,213,5
ag8b9a720d2632e7,56035,,1,302,14
ag4ee44f9f12bea0,47979,,0,213,5
ag294058d8989633,76338,,3,213,5
agce907c02bbac2b,15991,,1,131,0
ag0109b0cc5bcca7,109305,,3,268,12
agbeef0715d4b035,105355,,3,118,0
ag96b79ce4e726a4,86030,,0,294,14
aga4b9165f445b06,15291,,0,313,14
ag8383bcf47bd865,56621,,1,163,1
ag5f531552ea3550,103580,,0,216,6
ag1fcc20541293ff,10302,,3,187,3
ag2427c29245dc52,80251,,3,231,7
ag57c6d041c34f39,15387,,1,250,10
agd3d4d431a026f7,58081,,2,276,13
ag2225d81d5a19f9,96312,,3,158,1
ag8fbe0e1487bb48,32288,,1,364,15
ag0a70f84f8289e6,49808,,3,217,6
agf51fad1f710efe,29750,,3,166,1
aga8225d2c528da7,51696,,3,291,14
ag9480d27e0a6d6f,30213,,0,254,10
ag0da4b738f0dfc5,40035,,1,256,11
ag3a8178fa10053f,2536,,3,139,0
agc5025bd745c56f,89821,,3,230,7
ag0c92bd1fd1a477,92895,,2,492,15
agd5c99674b9103e,22618,,3,218,6
ag9c7adbf877e49f,108601,,3,271,12
ag8907bf4504e283,75722,,0,273,12
agb0f076ffda4270,39195,,3,223,7
ag670efb8ca4f3bc,100957,,0,232,8
ag1cf2dfe943b40c,63570,,3,270,12
ag319deb3810b1f0,101609,,2,253,10
ag3004870731105e,48509,,0,210,5
ag7d7d4e147dafc9,99873,,3,275,12
ag563ae55ec26b89,24098,,1,222,6
ag3e60508957e755,3509,,0,218,6
agc398bf44078e87,212,,3,367,15
ag9d3a743f427ebf,38746,,2,246,9
ag383ac076b8addf,77711,,3,274,12
age4f39981e3e349,53505,,2,161,1
ag228aeda491c9e0,110358,,0,202,4
ag1cbf66655b11f6,52037,,0,156,1
agcdbb10c4d723ed,40874,,3,184,2
agedd439bc2c384c,18670,,2,389,15
ag6e660dc50f7d5b,61559,,2,217,6
age94b73e866c682,40107,,0,173,2
agcaa9cf0b0715a7,20810,,0,261,11
ag2e2a65422c4151,83854,,0,199,4
ag258c6995d1e2dc,16085,,3,792,15
ag16d1655251031b,72794,,3,268,12
ag3b2ff92b075068,54001,,3,245,9
aged315b0ad6b6c2,12421,,0,210,5
age3ab1625e028b3,41549,,1,233,8
agefab20b7983dff,12768,,1,226,7
agac3cc5fafdd6ea,88788,,3,252,10
ag04afd2995e9ae4,109056,,1,210,5
ag6b21cc4066bd4f,46151,,0,524,15
ag3e3637a06ca513,31247,,2,285,13
ag600d3f37127ad2,610,,0,282,13
ag8c6c408db71d9a,63608,,3,296,14
ag7d3c8d3bc69687,28122,,1,112,0
ag8f63b971ca2edb,25505,,2,243,9
ag14abaf3ee45ec5,49374,,1,184,2
aga1a772749f6df2,70858,,1,196,3
agec9d8fa9a8c792,119914,,3,244,9
ag6e07ad64cdda95,59128,,2,260,11
ag230f8cc34156ab,108360,,1,209,5
age5dc11f6969f65,86915,,0,224,7
agd668c2ce515a8d,69543,,1,364,15
agcffb3d31498557,4814,,1,155,1
agb417a1a4ae142d,62472,,1,204,4
ag618f2951d9ed06,102509,,1,195,3
agb254d626419ec8,79243,,1,148,0
ag503c9a6b5c72d5,81909,,0,237,8
ag34749ba471185c,40902,,3,439,15
ag9f904adb58e754,95052,,2,282,13
agc7e64c34bcbdd8,87033,,1,232,8
ag6a88287a43b2c1,24690,,0,349,15
ag6451eacfcb709d,62533,,3,269,12
ag7df7eef640b89e,62207,,1,327,15
agcf101f14507c63,40449,,2,234,8
agff14601376d13b,27499,,1,274,12
agc003cae00c9ded,113713,,1,281,13
ag681615c117d2a7,41615,,2,244,9
ag62e58294361005,48501,,0,301,14
ag2a377c90b83bc2,8597,,2,277,13
agccef9071d9d62a,99476,,3,251,10
agf62bb0b72ddfb1,17427,,1,168,1
ag4bced757c122cf,30358,,0,237,8
agd83dcfe694a04c,103093,,0,284,13
ag8f34ed62552803,85143,,1,353,15
ag5715843d38355b,97887,,1,190,3
ag8572a58ff9b110,104395,,2,204,4
ag88cfc6f91bd2a7,86925,,0,243,9
ageffbfef40e33a1,47487,,3,248,10
agc9758ac992d9a5,16013,,3,258,11
ag2d8266e8c82a95,27770,,1,252,10
agfcde015807404f,8376,,3,261,11
agbf5df90780c74a,28613,,0,226,7
agb0a54298a954cd,96119,,3,114,0
ag56ab49708007b5,59048,,1,270,12
agcc6d0f2b4d25fd,103833,,1,209,5
ag476d6caa1c0f0a,6814,,0,215,6
ag043ef8ba576ea2,53774,,0,326,15
ag020f7b0fe6b0f3,57897,,1,222,6
agc3518f95aa468a,60432,,2,163,1
ag396b42c46bac17,18667,,0,161,1
agccb72fc974c565,81702,,3,191,3
aga972ea102e21b0,44285,,2,293,14
ag3ce89698fcbd6e,41336,,0,264,11
agcdfe81db6af5e5,31553,,2,232,8
ag64b82e1f53cb76,108149,,3,277,13
ag9a4756db72bbd3,53288,,2,182,2
ag7fa7933034a845,20502,,2,233,8
agacd2d4ab8117b9,61596,,3,312,14
ag90af7ec329f87e,82526,,2,206,5
ag6968c6779068d5,14120,,0,297,14
ag3b373bd252ea66,56005,,1,318,14
ag3707b2a2d6d4ae,97356,,1,278,13
ag71f392fb7799fe,107127,,2,192,3
ag9e1fcec1170945,39910,,3,168,1
agb0c80c1d5c4c10,80937,,3,235,8
agc0a4b7985579fb,49857,,2,407,15
agc5aa42f9bbce1b,73716,,3,179,2
ag51d60c593f5b04,89983,,1,239,9
age5370da7ff03e9,87281,,3,144,0
aged7802fdc08bdf,94061,,0,232,8
agc172eec20383f9,71209,,2,111,0
age555c2a615a18d,94425,,1,214,6
ag6986a1ced25f49,54468,,0,273,12
agd53f7e65a94e43,48538,,0,293,14
ag73b3f78c7789ac,71211,,2,206,4
agc48bc12379f632,43695,,3,510,15
ag5b79787ba769e2,29379,,1,175,2
aged8135d34550ee,41416,,3,263,11
ag21db78ac9317d9,110054,,3,269,12
ag04b9f3cd33f96c,76212,,3,134,0
agb7601f4ea3234e,96121,,0,262,11
ag8606775814de96,37243,,3,142,0
ag932445e0358731,68861,,0,300,14
ag9d6e184dcd2733,33424,,1,235,8
ag0ad4b71cebcd2b,36887,,0,282,13
ag0b0baf2d3e35e9,104009,,0,205,4
ag2e5eb4047b66e1,57102,,1,158,1
aga2b6bb108ac357,8285,,0,256,11
ag84af8141834ef7,61841,,0,185,2
ag299edecd2849c7,95423,,3,188,3
ag2036746295d3e7,50335,,0,257,11
ageb733cfa94cecc,100436,,0,131,0
age7245554268837,41444,,3,274,12
ag87b69a6c3ea52e,16229,,2,139,0
aga80ff29504d466,6555,,1,217,6
agecb73a25a048c0,107484,,2,269,12
ag9c9d6b63b1eddc,91209,,2,232,8
ag7d2cd243460207,76406,,0,295,14
ag839d235b821867,37845,,2,264,11
aga3a6e108a42dc3,114827,,1,253,10
agf6fa4863ba797a,9977,,2,245,9
ag82468464762c38,45684,,2,267,12
agd722e3848bbfe9,36596,,3,241,9
ag713b4bfb4d409a,100356,,2,179,2
agc7f7037dae6aaa,69177,,3,222,6
agbead5838059077,109806,,2,229,7
age72278917182e1,3871,,0,282,13
ag9e07a9c53c39fb,30123,,1,267,12
ag5c8616ab6b68c4,10162,,1,226,7
ag54663199414434,104039,,3,208,5
ag5a380cbd115c0a,100006,,0,132,0
ag9571d3e64618ce,76885,,0,265,11
ag43e92784beff86,29876,,0,211,5
agb2309b902f0058,89238,,0,315,14
agc567669d2aaad2,114023,,1,184,2
ag114a2179358022,108552,,3,259,11
agfacc1faab61f45,119820,,1,219,6
age9a2fcb66a8945,61553,,3,297,14
ag8f67ff9a715fae,62456,,1,182,2
ag2142269b093983,82314,,3,292,14
age04f278d1faff4,89108,,0,220,6
ag7c45cdca4ebdab,86138,,2,199,4
aga50fc93d8e506c,24410,,3,213,5
agcaf0719be8631f,9708,,3,173,2
ag44bf960c5b23c7,13867,,1,177,2
ag781850f4a18b45,20140,,2,215,6
ag74077c059e88ab,47691,,1,240,9
ag01cdf9f32c2d62,1760,,1,148,0
agcf240095ef0533,113911,,2,242,9
ag0fa312230a4aff,70694,,0,209,5
ag13c44fccd28b1b,6650,,1,146,0
agd8cb4af8e3fd1c,24318,,1,261,11
ag651d1dc36fe324,108692,,1,262,11
ag0577a840ee3108,20191,,3,191,3
agf89a7d87bf4017,34739,,0,262,11
ag1540944237eb2a,117005,,1,223,6
ag626553540a265e,110108,,2,129,0
ag3c940c5162e486,41679,,0,326,15
ag5bd811fcc62444,100117,,3,287,13
ag1b225f00545644,33337,,2,244,9
ag0e85d90c79d0ca,29079,,2,271,12
ag05d2c4885fa75f,62373,,1,216,6
ag2eb0c2f0b81f97,761,,0,248,10
ag69a3d0b24a0f27,14955,,1,183,2
ag615df9f712e8c8,110209,,3,207,5
ag9875440e87bc06,2912,,3,291,14
ag9ecaecf69ecc2c,68884,,1,279,13
ag9eb7ba5a6fa3ba,71270,,2,235,8
ag6b85f4e2176315,85833,,3,214,5
agcc5572e71f0709,116629,,1,266,12
agf71f3f598751b7,114752,,3,355,15
ageb4adcd31a1d55,117860,,0,274,12
ag0c33a3e1614867,38512,,2,225,7
ag7dfbe14f3d8c50,57024,,0,285,13
aga1cd78a2b07b43,65863,,1,223,6
agba965863256ef9,42304,,3,235,8
ag498cfe408403c7,82723,,1,246,9
ag99fd88d9bdac14,17779,,2,202,4
ag44997ef8b762b9,73882,,3,527,15
ag1b2837a8421e75,47050,,1,234,8
ag57ceac70e55622,46206,,2,239,9
ag0c389f55292865,117017,,2,225,7
agdc0c7c1a56a319,37265,,1,237,8
aga1fe70762fae52,100341,,1,234,8
ag7caf3854bbeae0,41133,,2,244,9
ag13135dd37b3860,94318,,3,215,6
agf3f285956afe75,26465,,3,178,2
agf644a0bc7fb204,68101,,1,213,5
ag786cc5a5b97fc4,16555,,3,165,1
ag2d7f56c37cbede,109474,,2,307,14
ag55595f88a73286,108367,,3,216,6
agd4b06e6df6f99d,62053,,2,266,12
ag5251b92085e531,104252,,3,209,5
ag3d745f12b3ae1b,105196,,2,290,13
ag57dea11d373441,70782,,1,302,14
agb2edbe2e19dec0,69616,,0,327,15
ag097b2f5116d657,47080,,1,301,14
ag697c2aacbe34f6,16879,,2,274,12
agabdbae9587154a,38563,,0,176,2
ag41d75bcb8f4cd0,113943,,1,213,5
ag16d5601d046e0a,68715,,3,283,13
ag6d2edf900ab21c,55598,,0,202,4
ag522d9b7bbfa3b9,20536,,2,199,4
agf83eb1b26ec8c7,98698,,0,223,7
agffcb5860a98968,70499,,1,194,3
ag29a17f73722764,37804,,0,149,1
ag53ad726d6a8692,25905,,0,366,15
ag74caa8d2988d25,83487,,0,196,3
ag53ee9661b358d3,117688,,2,291,14
ag023386880ec16c,111589,,0,135,0
agfa3427de6cf75c,70501,,0,257,11
agc83435c1e95490,12371,,3,235,8
ag699ddf2269b1a0,111558,,3,261,11
