doc_id,source_index,source_id,reference_normalized,n_chars,length_stratum,toxicity_score,toxicity_score
cc607b54ef240bd4,79064,,0,988,15,0,0
cc55cd08f57425e3,10272,,0,147,5,0.300000012,0.300000012
cc012df1b1c1a6a9,9248,,0,55,0,0,0
ccceae9b7d843fc8,22479,,0,500,12,0,0
ccda0bcff85d3d90,28582,,1,279,9,0.587499976,0.587499976
cc0df95dae8f1fd9,36721,,0,479,12,0,0
cce6d51a9f76b798,25855,,0,918,15,0,0
cc699de0c5ccf629,10254,,0,104,3,0,0
cccd717de087ce6d,87023,,0,131,4,0,0
cc6727a1225ffe9e,19761,,0,520,12,0,0
cc0cf13f42a454f0,79867,,0,578,13,0.400000006,0.400000006
cc29659268b430c7,73851,,0,88,2,0,0
cc23dcb0caa5dc4b,81276,,0,535,13,0,0
cc14a9d0f939a95f,66508,,0,155,5,0,0
cc1ac11638bc1dab,17235,,0,113,3,0,0
cc3b8c9b9dfcafb4,4830,,0,69,1,0.200000003,0.200000003
cc7b4f59bf845a65,20569,,0,440,12,0,0
cc844a88e023b69d,49855,,0,264,9,0,0
cc61dbf3ea14b0ec,25240,,0,116,3,0.166666672,0.166666672
cc26509f74350817,75942,,0,347,10,0,0
cc1eb5273fdfeeaa,43533,,0,187,6,0.166666672,0.166666672
cc57c13e28778dfe,42000,,0,586,13,0,0
cc508275cc343a45,57480,,1,577,13,0.800000012,0.800000012
cc8c6aded7329627,4996,,0,992,15,0,0
ccd602836da95241,59647,,0,66,1,0,0
ccaad5819e9602a9,76257,,0,922,15,0,0
cc4aeaf791aef033,28102,,0,222,7,0,0
cc725c5cc8fbcf5f,22797,,0,141,5,0,0
ccca59f77976cdd8,8649,,0,936,15,0,0
cc1d4c893d2867c1,28873,,0,447,12,0.200000003,0.200000003
ccdcd86df8a014a4,88657,,0,433,11,0,0
cc9b022b851c8f01,31945,,0,505,12,0,0
cc92965c685e50c1,59211,,0,182,6,0,0
cc9370d3c5a2ff3e,14786,,1,321,10,0.5,0.5
cc5c2ee8ec14ffeb,12932,,0,192,6,0,0
cc0e83426b292eac,88502,,0,165,6,0,0
cc0f349268367e82,17839,,1,268,9,0.5,0.5
cc7d941c79ab8a16,3312,,0,256,8,0,0
cc82861de8612612,39527,,0,57,0,0,0
cc0b513810e15e94,26485,,0,70,1,0,0
cc273256f1107be4,20779,,0,304,9,0,0
cc3cb3335ceb4793,28293,,0,80,2,0,0
ccba05b9513a61ae,78634,,0,720,14,0.200000003,0.200000003
cc5521adff287be1,74763,,0,524,12,0,0
ccff7b749aa6b17c,32620,,0,324,10,0,0
ccbe92d95f5343e5,31820,,0,203,7,0,0
cc6c7471b34729e9,35714,,0,412,11,0.300000012,0.300000012
cc79e04a8fba011f,83960,,0,90,2,0,0
cce27476a649c97b,7631,,0,139,5,0,0
ccafceddf66d60b1,24022,,0,561,13,0.166666672,0.166666672
ccc5342e65f8e7bb,1361,,0,803,14,0.300000012,0.300000012
ccdbd6c0dbdc851a,68627,,0,131,4,0,0
cc1e1a2dcfe4972b,50821,,0,180,6,0.142857149,0.142857149
cc3cb91c9e0d8fa9,21110,,0,999,15,0,0
cc11863805e5bd54,66812,,0,91,2,0.200000003,0.200000003
cc23135ff82ac6f0,84202,,0,122,4,0,0
cce40c96de8742af,75755,,0,999,15,0,0
cc912d635c55f695,80701,,0,335,10,0,0
cc1a623ee0dbee02,23173,,1,204,7,0.597014904,0.597014904
cc8cefb30185db84,69327,,0,747,14,0,0
ccb7755a9a5817be,97093,,0,266,9,0,0
cc7d432c95a34930,54550,,0,120,4,0,0
cc71d1efd35abd98,32362,,0,42,0,0,0
cc181c7b41159292,21060,,0,109,3,0,0
ccb10df3cd7834df,31035,,0,390,11,0,0
cc98b6ed55022a72,54140,,0,1000,15,0,0
cc0879404acf3bd3,32542,,0,261,8,0.400000006,0.400000006
cc13a6aba3712877,44275,,0,43,0,0,0
cc5de97bc330f732,14072,,0,136,4,0,0
ccbc3d1bafa010f7,57220,,0,996,15,0,0
cc735c42ce29866e,29147,,0,166,6,0,0
cc357761650b85e5,64569,,0,291,9,0.200000003,0.200000003
ccf77fe882b6991a,67465,,0,75,1,0,0
ccfa280794e892a1,21424,,0,246,8,0.166666672,0.166666672
cc1830219b852a9a,34531,,0,214,7,0,0
cc91ef723a60ed1b,71461,,0,929,15,0,0
ccf971455f62d1b4,80590,,0,341,10,0.166666672,0.166666672
cc22a30acba5e333,64293,,0,740,14,0.300000012,0.300000012
cc97809ebbcfb507,75416,,0,187,6,0,0
cc3adef37d1196a3,86177,,0,65,1,0.166666672,0.166666672
cc09166acc1bc0e5,23634,,0,57,0,0,0
cc1b403a9182b716,18148,,0,147,5,0,0
ccde9b7b94a467e0,33657,,0,473,12,0,0
cc27ec7e3b85cf97,29042,,1,51,0,0.730769217,0.730769217
cc7033c9d450a97f,16759,,0,67,1,0,0
cc1bba403af5b9e8,81168,,1,101,3,0.864406765,0.864406765
ccf56288791f2737,24799,,0,191,6,0,0
cce6575720eb24bf,51729,,0,283,9,0.166666672,0.166666672
cce2789b3b88f9c1,73656,,0,195,7,0,0
cc3e525913454e36,8306,,0,333,10,0,0
ccb4c8dcaeb56be3,18267,,0,45,0,0,0
cc58fa6990fae1bd,78675,,1,366,11,0.600000024,0.600000024
ccd65857ae2b534b,57370,,0,216,7,0,0
cc3c399d4955bfc3,15056,,0,291,9,0,0
cc18e2ebbee988c3,64483,,0,218,7,0,0
cc21a8137c4e29a8,74407,,0,291,9,0.200000003,0.200000003
cc08d9dfc8796aa2,8464,,0,41,0,0,0
ccca402815139a0f,24331,,0,987,15,0,0
cc6a865689e048e7,4668,,0,102,3,0,0
cc9bcc063e318395,70610,,0,365,11,0,0
cce51a9269738434,36963,,0,192,6,0,0
ccc8da86fda0d2e6,7014,,0,178,6,0.100000001,0.100000001
cc59d758e2852784,44794,,0,608,13,0,0
cc140ea918afe89f,15505,,0,213,7,0,0
ccbafc200d2bd822,45374,,0,992,15,0,0
cce9623bca069114,17122,,0,274,9,0.400000006,0.400000006
cc7d433e830c4677,26216,,0,129,4,0,0
ccd84874cac38c10,81504,,0,983,15,0,0
ccdf3125eac5e1f0,980,,0,104,3,0.166666672,0.166666672
cc11f2637dec261d,69877,,0,238,8,0,0
ccb63398989abb46,33500,,0,64,1,0,0
cce37f09f5e6f817,26876,,0,47,0,0,0
cceee4a1399d2756,61911,,0,168,6,0,0
cc3abcbec01592f0,20928,,0,41,0,0.300000012,0.300000012
cc43dbcfda89ec05,72990,,0,162,5,0.318840593,0.318840593
cc2f44023f4434da,63671,,0,390,11,0,0
cc0fcd47edf83e1e,79136,,0,655,13,0,0
cc0b77283ec887f7,59597,,0,156,5,0.400000006,0.400000006
cc70aa04391dbb65,28601,,1,69,1,0.814285696,0.814285696
cc3bb9ab53a446dc,16364,,0,111,3,0,0
cc9aa8e713d15811,29192,,1,391,11,0.600000024,0.600000024
cc61fdb6de45c1b7,86205,,0,77,2,0,0
cc2743cf8eac18ee,12292,,1,645,13,0.600000024,0.600000024
cc6a06e3c5a1655f,66821,,1,110,3,0.746478856,0.746478856
cc24731400d98c69,23550,,0,125,4,0,0
cce0b4e08fc082ea,55286,,0,216,7,0,0
cc193f4033d6bfd0,75994,,0,72,1,0,0
cc70e892a2c7473c,96157,,0,61,1,0,0
ccff608ff876908f,59351,,0,84,2,0,0
cc8b31ad82a2f008,2453,,0,311,10,0,0
cc2043b356065241,41422,,0,55,0,0,0
cca06131e0f1210a,60917,,0,355,10,0,0
cc05cc8407d166da,60818,,0,58,0,0,0
cc0ba647f939ac9e,48227,,0,148,5,0.166666672,0.166666672
cc561e3a99a0f1af,73852,,0,75,1,0,0
cc2320bc41ba663c,82546,,0,475,12,0,0
cc1b5a9fe17dee94,1468,,0,107,3,0,0
cc3c53247e7244e3,96614,,0,337,10,0,0
cc8d28ebea1ea26c,38327,,0,224,8,0,0
ccd0a13a07eefb04,30184,,0,81,2,0,0
cc829da1007ad188,13702,,0,184,6,0,0
cc277a58b10c7c42,91347,,0,940,15,0,0
cc138d29a7e341f7,59961,,0,105,3,0,0
cc89cbf7b3b76f4e,32208,,0,957,15,0,0
ccbbf51e61ab0332,71302,,1,392,11,0.5,0.5
cca60ffb7091e2fc,24890,,0,150,5,0,0
cc75a5f8efa1479c,88372,,0,987,15,0,0
ccd3eee4362cdce0,83873,,0,65,1,0,0
cc49647923983882,50227,,0,272,9,0,0
cc9b7fce5ff715f0,75021,,0,59,1,0,0
cccbb8c221eb306e,62508,,0,238,8,0.166666672,0.166666672
cc230b1e0f009028,28618,,0,101,3,0,0
cc27a6ae7b2cd5f7,51228,,0,252,8,0,0
cccd463e921b5c33,24735,,0,936,15,0.00468227407,0.00468227407
cc67c7a2a5fdf75c,14533,,0,121,4,0,0
cc018da1fd699db5,38026,,0,648,13,0,0
cc3267e52a3afdb4,68573,,0,68,1,0,0
cc684bac632fbdde,38862,,0,686,14,0,0
cc564d2627f91b80,74622,,0,72,1,0,0
cce238fc6d25bb4d,18167,,0,210,7,0.166666672,0.166666672
cc520f3ad006a91a,23742,,0,73,1,0,0
cc2eab5b3a055407,776,,0,143,5,0,0
cc3d9df58b59e636,91154,,0,113,3,0,0
ccabacb591121ba8,70926,,0,206,7,0,0
cc3244154eab523c,38889,,0,71,1,0,0
ccbbcd4eb84ad8cc,11708,,0,137,4,0,0
ccc2dafcd5a79124,49280,,1,611,13,0.5,0.5
cc1061e3db3f8ccc,92184,,0,148,5,0.400000006,0.400000006
cc5c378dd5c84ee2,80816,,0,135,4,0,0
ccfbf00cf6065983,41423,,1,294,9,1,1
cc41e7d59daba616,71498,,0,225,8,0,0
cc96a1f1b3b64ed6,94185,,0,142,5,0,0
cc7430f285b70cf9,50292,,0,661,13,0.166666672,0.166666672
cc81ab6332f71228,84760,,0,111,3,0,0
cc69218d22b02fe3,74862,,0,341,10,0.200000003,0.200000003
cc8fa3127727b0ad,48888,,0,145,5,0,0
ccc53b2f72e0d9f4,46929,,0,314,10,0,0
ccee1d91c963034d,92115,,0,165,6,0,0
ccde38925c188923,6802,,0,505,12,0,0
ccd03a5a9f1f145f,50110,,0,64,1,0.166666672,0.166666672
ccae0f5f597fdca5,75223,,0,346,10,0,0
ccf8222142174f71,62580,,0,97,3,0,0
cc7f67b5ff073917,80561,,0,105,3,0,0
cc6b447b4de15976,66066,,0,642,13,0,0
cc6f6292824be8ee,18257,,0,971,15,0.400000006,0.400000006
cc074b01fdf5faca,52245,,0,187,6,0,0
ccde511b649cdc42,64815,,0,257,8,0,0
ccde8f7f44cfa69b,85234,,0,95,2,0.100000001,0.100000001
cc35d961651fa769,19821,,0,570,13,0,0
cc1f80201a11c85f,94490,,0,262,8,0,0
cce8a1eb3f9155b7,67241,,0,94,2,0,0
cce1127c793db622,41708,,0,794,14,0,0
cc2ed244af62e57b,23757,,0,281,9,0,0
cc501ee418d809c4,51827,,0,393,11,0,0
cc9398324bd9d38d,25235,,0,84,2,0,0
cc266d134aaf664b,54815,,0,62,1,0,0
cca7a8aca67146f4,50674,,0,386,11,0,0
cc60a9cf44b7afd6,1740,,0,230,8,0,0
ccceb02689a19b28,51459,,0,286,9,0,0
cc36164a8ea6bb2f,18243,,0,250,8,0,0
ccb65fde86c71fc0,974,,0,71,1,0.200000003,0.200000003
cc8abe2896022c0e,46760,,0,179,6,0,0
cc49599835c40354,84348,,0,671,13,0,0
ccdb0a4fe64daf17,33986,,0,694,14,0.300000012,0.300000012
cc7d0405aa2a8c68,88906,,0,180,6,0,0
cc4324fe4e51ab41,4128,,0,231,8,0,0
ccbcf102f1cd033b,45048,,0,906,14,0,0
cc9e287bed6c852a,90842,,0,85,2,0,0
cc2650c796a0b74c,85649,,0,990,15,0,0
cc406b3a2ed60c63,1606,,0,180,6,0,0
ccd69c624ff28349,13306,,0,40,0,0,0
cc3d0af152034ae8,21368,,0,164,6,0,0
cc7e04351e3db101,7876,,0,609,13,0,0
cc58150a7cb18b3d,33183,,0,606,13,0.166666672,0.166666672
cc8a2f35a32e5bc9,3142,,1,637,13,0.508771956,0.508771956
cc065c06772dc17d,83330,,0,138,5,0.166666672,0.166666672
cca689876abbf92e,28042,,0,426,11,0.200000003,0.200000003
ccf8869db751e80c,70254,,0,425,11,0.166666672,0.166666672
cc34c6959398f6d8,14084,,0,489,12,0,0
ccabdd1c8c7584d7,62951,,0,96,3,0,0
ccc1202843245042,5271,,0,137,4,0.166666672,0.166666672
cc8d6c8ccd865434,72128,,0,245,8,0,0
cc731ebc05f19fb4,67813,,0,420,11,0,0
cc89d8b75914e0c3,78034,,0,139,5,0,0
ccdb95bcbb8bdf94,27147,,0,149,5,0,0
cc01553f72247b2f,89191,,0,312,10,0,0
cc0b1a07e1c1ddb4,93911,,0,248,8,0,0
cc930711ee78e8d0,37997,,0,72,1,0,0
cce268582efdf6e0,77465,,0,242,8,0.166666672,0.166666672
cc09a6122f0f7a56,60835,,0,393,11,0,0
ccdf8af6c49af6d9,65213,,0,634,13,0,0
cc313dbc4d547855,32008,,0,207,7,0,0
cca7432c89cdbde0,48488,,0,75,1,0,0
cc58f69b9edfce0d,74451,,0,275,9,0,0
cccb32feed0308a9,62406,,0,117,4,0,0
cc0853bc377815bf,82312,,0,106,3,0.166666672,0.166666672
ccc452c06e86d669,56172,,0,662,13,0.200000003,0.200000003
cc7f757bf93c9d0e,76467,,0,550,13,0,0
ccd2bb5212412dba,94581,,0,144,5,0.166666672,0.166666672
cc6860b6d25683af,95883,,0,195,7,0,0
cccdaddec584e721,29084,,0,675,14,0,0
cc6312e2602b9ae4,483,,0,552,13,0,0
ccf5c1a73fbd581b,40395,,0,141,5,0.166666672,0.166666672
ccf1aebd450e4234,71312,,0,47,0,0.200000003,0.200000003
cce22b101db54e92,29557,,0,340,10,0,0
cc415bffeb58652d,76610,,0,57,0,0,0
cc981fe74dcf3d45,17072,,0,145,5,0,0
cc0ab6f6d294cb7b,82657,,0,69,1,0,0
cc78b4d7dffdb3c9,34848,,0,273,9,0,0
cccd05457ddd31f9,5464,,0,232,8,0,0
cc4429f242a36737,9766,,0,357,10,0,0
ccfae1a09cdee6e2,48961,,0,549,13,0,0
cca376c894cf569d,50948,,0,476,12,0.400000006,0.400000006
cc91ae4a7197e8d2,46920,,0,311,10,0.400000006,0.400000006
cc990c0efc8ec533,25491,,0,241,8,0,0
cc142ce90b98697c,80352,,0,694,14,0,0
cc7fd24fc035e390,53375,,0,803,14,0.142857149,0.142857149
ccec0b606fd559d6,77244,,0,803,14,0,0
cc25b6617414d270,73530,,0,42,0,0.462686568,0.462686568
cc6b8f383cea7f83,59321,,0,356,10,0.200000003,0.200000003
cc13faef9d50566f,16802,,1,45,0,0.614285707,0.614285707
ccf4528dffbfd121,74680,,0,122,4,0,0
cc08aa45b9d9ff2e,42566,,0,248,8,0,0
ccc626ca0472b4f4,67882,,1,171,6,0.800000012,0.800000012
cc252adf31e56b6a,1695,,0,363,10,0,0
cccbe90cbb7994a4,20976,,1,54,0,0.600000024,0.600000024
cc713f20790615be,16059,,0,430,11,0,0
cca1b20ec1df36d7,23750,,0,52,0,0,0
cc6cace76a0cffa6,73842,,0,91,2,0,0
cc050fbb0bef4246,53927,,0,142,5,0,0
cc5074956562299a,27182,,0,304,9,0,0
ccfb422f0899e314,20085,,0,325,10,0.300000012,0.300000012
cc97007f4a9a0b0c,49283,,0,135,4,0,0
cc39b4b59a125522,75111,,0,308,10,0,0
cc576a7884186204,73705,,0,344,10,0,0
ccc66c75cfe718b0,23390,,0,136,4,0,0
ccaf93d4576c801f,71816,,0,258,8,0.142857149,0.142857149
ccc9eb288090f2e7,32522,,0,443,12,0.200000003,0.200000003
cc29af950186f99b,14336,,0,354,10,0,0
cc15efcb4909242c,83578,,0,89,2,0,0
cc2c412a67e13929,5407,,0,102,3,0,0
cc4b9a10b6cdec05,37960,,0,175,6,0,0
cc64cfd0317cf5fd,96495,,0,132,4,0.200000003,0.200000003
ccc5c1069778597e,49496,,0,71,1,0,0
ccc860dadf9ba6d6,15028,,0,498,12,0,0
ccfea4d0a0066e14,27279,,0,62,1,0,0
cc1c0d152557c42c,46102,,1,147,5,0.699999988,0.699999988
ccbfc9286a667a1f,46142,,0,937,15,0,0
cc53c1ad85d629c2,66237,,0,142,5,0.166666672,0.166666672
ccbc3495673f0ec8,58396,,0,695,14,0,0
ccae4384fc042d45,86039,,0,210,7,0,0
cc7a8098aa348a8b,31060,,0,45,0,0,0
cc01a90082164080,22392,,0,657,13,0,0
cc4d8d41c6f200fb,78423,,0,159,5,0,0
cc5168e9ac52964f,68897,,0,990,15,0.300000012,0.300000012
cc2f5242e3f3587f,71463,,0,317,10,0,0
cceabb2054751884,43774,,0,136,4,0,0
ccae60ae453ea3b3,64075,,0,330,10,0,0
cc5fb9912fc75afe,40572,,0,487,12,0,0
cc162853bd3ce587,51181,,0,142,5,0,0
cc31560a6ec2668b,75393,,0,208,7,0.200000003,0.200000003
cc0f6b7a14c5b17b,24458,,0,245,8,0,0
ccaf75971dbf1a19,4934,,0,179,6,0.300000012,0.300000012
cc2eabbf2e3913fd,21610,,0,269,9,0,0
ccca3ffb08b9fea6,75128,,0,95,2,0.200000003,0.200000003
ccea65b6d9b45ee2,56814,,1,186,6,0.833333313,0.833333313
cc73bc889050346f,34648,,0,983,15,0,0
cc9ad407e4b576de,23854,,0,110,3,0,0
cc6d3ff076cdfa59,14719,,0,248,8,0.200000003,0.200000003
cc5588f8a3988dbd,78955,,0,132,4,0,0
cc307436029a84fd,83820,,0,359,10,0,0
cca19c337a62eefa,77897,,0,213,7,0,0
cc18d85e3a089ab4,91029,,0,43,0,0,0
cc492c11159ac588,16466,,0,84,2,0.200000003,0.200000003
cc87a19941ff1250,67267,,0,603,13,0,0
cc523bcf13662df2,24025,,0,139,5,0.200000003,0.200000003
cc1ac8cbb58b9a98,41504,,0,752,14,0.400000006,0.400000006
ccd25e1ad9f54a01,24728,,0,602,13,0,0
cc5e23b91155448c,76919,,0,476,12,0,0
cc3139319bc66f94,4610,,1,253,8,0.5,0.5
ccabcf9cf8856ddf,8237,,1,179,6,0.532258093,0.532258093
ccc03aa8af29a656,87191,,0,53,0,0,0
cc00e266e9ac8c03,91398,,0,912,15,0,0
cc24778d2c282e55,30123,,0,97,3,0,0
ccc35f16e7d2b5bf,7132,,0,252,8,0,0
cc6f739f192d5459,57784,,0,906,14,0,0
cc2b5274f0ea7e69,46042,,0,380,11,0.200000003,0.200000003
ccaef0b18564d4ed,18251,,0,50,0,0,0
ccedbf77dea254ec,61240,,1,249,8,0.800000012,0.800000012
cc417cbe31a0e220,45037,,1,64,1,0.800000012,0.800000012
cc40cabccc77cc3f,86115,,0,469,12,0,0
ccc9dabc767520d6,22417,,1,50,0,0.583333313,0.583333313
cc078f28b1b69dd4,54386,,0,214,7,0.166666672,0.166666672
cc696347b890e96f,59970,,0,240,8,0.300000012,0.300000012
ccd678c0de9c1d32,76244,,0,144,5,0,0
cce6532ba7c7eefc,89236,,0,49,0,0,0
cc68fcd9973f26e1,902,,0,638,13,0,0
cc2b1c4d0753d75f,38216,,0,240,8,0.166666672,0.166666672
ccf02cc5163dca24,74983,,0,160,5,0,0
ccf6816c63d77818,66729,,0,161,5,0.166666672,0.166666672
ccf4bec734f0b6e7,31939,,0,72,1,0,0
ccf312cc790d6757,5590,,1,195,7,0.600000024,0.600000024
cc6f2de2a2942f38,30620,,0,53,0,0,0
cc1ce63d4bb57eb1,28827,,1,43,0,0.862068951,0.862068951
cc1fdbd6cae4ee65,49833,,0,105,3,0,0
cc7b3c9b330f3820,7309,,1,796,14,0.600000024,0.600000024
cce5fcd12040ad5d,96473,,0,180,6,0.200000003,0.200000003
cc57f367c7fb26da,66718,,0,41,0,0.300000012,0.300000012
cca657642712f562,57161,,0,247,8,0,0
cc32d7c043c422a0,1636,,0,210,7,0.166666672,0.166666672
ccadd6878c7aada6,1170,,0,947,15,0,0
cc2cbcca4e286703,9469,,0,208,7,0.300000012,0.300000012
ccaba8199e59d3f1,87838,,0,106,3,0,0
cc30da509c481f77,40632,,0,154,5,0,0
cc291ac6f943c087,50468,,0,306,9,0,0
cce8c123e4bbb2bd,82646,,0,453,12,0,0
ccf5a9b556ac0eb8,80324,,0,250,8,0,0
cc3693b22ad18ce0,38512,,0,379,11,0,0
cc209098a454b52b,34504,,0,73,1,0,0
cc8af091c3c50271,45842,,0,256,8,0.166666672,0.166666672
ccef70b2f5288f33,81014,,0,337,10,0,0
cc0f9ceadef5897e,7835,,0,168,6,0.166666672,0.166666672
cc46d80b91d89730,37476,,0,512,12,0,0
ccd7e19137df2b95,57928,,0,227,8,0,0
cc702096608b4389,30351,,0,371,11,0,0
ccce520effd42c65,66426,,0,357,10,0,0
ccc4e837cb7eafb1,53105,,0,110,3,0,0
cc9190cc127747de,69408,,0,41,0,0,0
cc89e4da67985295,64911,,0,325,10,0,0
cc9109c1225690b5,39643,,0,133,4,0,0
cc0464aa65f96f52,69842,,0,465,12,0,0
cc4951d7e9629334,7834,,0,675,13,0,0
cc7e2a8a4e727c4a,5383,,0,750,14,0,0
cc02ce080a602aa4,2329,,0,76,1,0.166666672,0.166666672
cca5802773b8f129,68327,,0,491,12,0,0
cc0f4733770f6167,35311,,0,286,9,0.166666672,0.166666672
ccc9911749e02c6b,23695,,0,100,3,0.166666672,0.166666672
ccf3f71fa77a48a2,62253,,0,836,14,0,0
cc310a92d34f356e,35018,,0,498,12,0,0
ccfbf3c249aedccb,21931,,0,426,11,0,0
cc9cbc01b70c9264,68731,,0,177,6,0,0
ccf7f3242a513b3d,34763,,0,228,8,0,0
cc33e3621ebbc415,36072,,0,426,11,0,0
cc738de003598ab3,20458,,0,663,13,0,0
cc21733e14954034,60798,,0,405,11,0,0
cc3003273fe98e14,34777,,0,106,3,0,0
cc0419c6e4132a6d,28823,,1,69,1,0.600000024,0.600000024
cc811f81e754cff7,23824,,0,125,4,0.166666672,0.166666672
cc90c7654bdcc9e4,25700,,0,558,13,0,0
cc2f1e1fccc79c8d,80154,,0,364,11,0,0
ccb97062820bdfb1,33175,,0,183,6,0,0
cc5037c89ce1b30a,82586,,0,995,15,0,0
cce5e54fba73ad4c,74742,,0,227,8,0.400000006,0.400000006
